"","original_sourceCitation","inst.code","new_column"
"477","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"478","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"479","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"480","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"481","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"482","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"483","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"484","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"485","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"486","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"487","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"488","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"489","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"490","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"491","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"492","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"493","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"494","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"495","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"496","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"497","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"498","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"499","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"500","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"501","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"502","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"503","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"504","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"505","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"506","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"507","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"508","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"509","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
